iter	MAPE	Quantile:alpha=0.5
873	0.08651325331	0.08503940698
874	0.08645753419	0.08498804047
875	0.08643464749	0.08496561196
876	0.0863299508	0.08488965993
877	0.08624157454	0.08481491258
878	0.08605849791	0.08467431104
879	0.08602340767	0.08464218523
880	0.08601069935	0.08462155693
881	0.08596703191	0.08455904726
882	0.08593524939	0.08452735222
883	0.08588970658	0.08447871819
884	0.08581843636	0.08441067592
885	0.08575018914	0.08435054969
886	0.08566986033	0.08426506254
887	0.08565735564	0.08424563704
888	0.08562719921	0.08420707454
889	0.08553183167	0.08411482593
890	0.08549152616	0.08407382796
891	0.08547809243	0.08405877735
892	0.08542007134	0.08398227767
893	0.08534997843	0.0839256252
894	0.0852890231	0.08387095538
895	0.08523015352	0.08379672205
896	0.08520257506	0.08375296479
897	0.08513636481	0.08369283614
898	0.08511269537	0.08366393112
899	0.08507313529	0.08361892614
900	0.08503593925	0.08357583721
901	0.08502290682	0.08355317808
902	0.08498839918	0.08352378395
903	0.08496944972	0.08348919741
904	0.0848394224	0.0833850894
905	0.0847005176	0.08328157239
906	0.08461673984	0.08322304747
907	0.0845762035	0.08318638812
908	0.08448151567	0.08310382207
909	0.08443319401	0.08306715474
910	0.08436824937	0.08301289939
911	0.08430908541	0.08292844193
912	0.0841460205	0.08278076639
913	0.08403732375	0.08269855519
914	0.08396629397	0.08264524913
915	0.08374257217	0.08248042367
916	0.08370048902	0.08243393604
917	0.08368153166	0.08240153869
918	0.08351758665	0.08229523962
919	0.08343792713	0.08222374948
920	0.08339169649	0.08217573027
921	0.0833661344	0.08214039078
922	0.08333658097	0.08208760165
923	0.08324193253	0.08197934533
924	0.08314539656	0.08186772846
925	0.08307794439	0.08180324498
926	0.08304521853	0.0817709271
927	0.08291901191	0.08167817656
928	0.08289112022	0.08164967896
929	0.08278292563	0.08155767675
930	0.0827044114	0.08149343978
931	0.08267620193	0.08146227141
932	0.08265135933	0.08143887022
933	0.08258594845	0.08137957221
934	0.08249202077	0.0812944302
935	0.08242364507	0.08122203268
936	0.08230624907	0.08112508004
937	0.08225446843	0.08108523906
938	0.08219323107	0.08103212429
939	0.08217191438	0.08100052311
940	0.08199901661	0.08088567827
941	0.08190162302	0.08078644302
942	0.08185072488	0.08074382491
943	0.08180863521	0.08068978203
944	0.08177577332	0.08066308432
945	0.0817584357	0.08063070888
946	0.08174438846	0.08061354208
947	0.08168215299	0.08055632238
948	0.08152252557	0.0804220287
949	0.08141818613	0.0803300041
950	0.08132510749	0.08024867997
951	0.08130465757	0.08023018984
952	0.08124904236	0.08017101598
953	0.08122928533	0.08014470345
954	0.08120701433	0.08011794613
955	0.08119035034	0.08009463436
956	0.08116246546	0.08006474892
957	0.08102924063	0.07995974675
958	0.08098549983	0.07990487307
959	0.08083835263	0.0797901141
960	0.08078549328	0.07973822942
961	0.08072789888	0.07969777061
962	0.08053866691	0.07954624231
963	0.08049905324	0.07949503099
964	0.08046622968	0.07944008848
965	0.08043165203	0.07939275541
966	0.08038805187	0.07933506954
967	0.08025877952	0.07922599359
968	0.08023103397	0.07918706469
969	0.08014431095	0.07912155212
970	0.08003395454	0.07904097788
971	0.07994934401	0.0789700534
972	0.07990647752	0.0789238609
973	0.07977520578	0.07882697244
974	0.07974482698	0.07879685374
975	0.07971912717	0.07875000147
976	0.07956824246	0.07863548916
977	0.07951301832	0.07859635179
978	0.07948400276	0.07856965655
979	0.07933807291	0.07845001012
980	0.07929807736	0.07840887639
981	0.07922336816	0.07831707474
982	0.07915754046	0.07827114673
983	0.07905477996	0.07816929367
984	0.07893441122	0.07806291882
985	0.07890994253	0.07803824523
986	0.07887936888	0.07799662811
987	0.07880163544	0.077944367
988	0.07875255486	0.07788632212
989	0.07868366919	0.07782440744
990	0.07863537994	0.07777102016
991	0.07855814656	0.07768604382
992	0.07848800028	0.07763038603
993	0.07845293819	0.07760163678
994	0.07835332009	0.07753213324
995	0.07832592192	0.07749967451
996	0.07830417291	0.07746766099
997	0.07819421849	0.07738032688
998	0.07812769612	0.07732790258
999	0.07809933197	0.07729429771
1000	0.07807795362	0.07727462533
1001	0.07800638374	0.07721986539
1002	0.07796814591	0.07718754414
1003	0.07794878791	0.0771667792
1004	0.07792250403	0.07714289737
1005	0.07775268555	0.0770136517
1006	0.07771273437	0.07697544445
1007	0.07757529622	0.07686888486
1008	0.0775074768	0.0768008326
1009	0.0773572161	0.07668492489
1010	0.0773142429	0.07663276298
1011	0.07721384146	0.07654084794
1012	0.07716563535	0.07649447132
1013	0.07714920833	0.0764779448
1014	0.0770521639	0.07636927246
1015	0.07700156927	0.07631405978
1016	0.07693585269	0.07623396153
1017	0.07684203719	0.07615317837
1018	0.07665646824	0.07601012732
1019	0.07664605181	0.0759893956
1020	0.076519834	0.0758863968
1021	0.07648881488	0.0758511114
1022	0.07645256763	0.07579834128
1023	0.07634152208	0.07572135416
1024	0.07628622631	0.07566547193
1025	0.07626299206	0.0756319761
1026	0.07608325215	0.07551134781
1027	0.0760570765	0.0754866662
1028	0.0759949509	0.07543527793
1029	0.07583977881	0.07530379445
1030	0.07582224256	0.07527731363
1031	0.07581782872	0.0752722592
1032	0.07577157972	0.07522036112
1033	0.07574799058	0.07518479251
1034	0.07564307181	0.0751059272
1035	0.07557197923	0.07504304502
1036	0.07549108201	0.07497350379
1037	0.0754717052	0.07494704041
1038	0.07536923979	0.07487307621
1039	0.07534363355	0.07483409889
1040	0.07524457082	0.07476285633
1041	0.07521766979	0.07473608562
1042	0.07520789542	0.07472419773
1043	0.07515588931	0.07468560662
1044	0.07506129705	0.07459282761
1045	0.07494727457	0.07449756725
1046	0.07489708255	0.07445788563
1047	0.07488355683	0.07444078704
1048	0.07483916448	0.07439569973
1049	0.07476618806	0.07432979532
1050	0.07472123394	0.07428990444
1051	0.07464636753	0.07423343864
1052	0.07462220137	0.07419623313
1053	0.07453463696	0.07413606952
1054	0.07443444328	0.07405825577
1055	0.07438351431	0.07402267448
1056	0.07434634347	0.0739780532
1057	0.07432139165	0.07394751893
1058	0.0743088031	0.07392695194
1059	0.07427769856	0.07389599194
1060	0.07426100875	0.07387079369
1061	0.07424335282	0.07384369849
1062	0.07420037793	0.07379889404
1063	0.07419556709	0.0737931192
1064	0.07400086999	0.07364795488
1065	0.07398972204	0.0736337387
1066	0.07397875473	0.0736164805
1067	0.07396541055	0.07359928935
1068	0.07392913788	0.07356376342
1069	0.07384953671	0.0735045658
1070	0.07382763541	0.07347938387
1071	0.07381263092	0.07345073259
1072	0.0738012167	0.07343377327
1073	0.07371648423	0.07335227177
1074	0.07370181225	0.07332647984
1075	0.07365599333	0.0732780373
1076	0.07359450576	0.07321932137
1077	0.07350605054	0.07313093901
1078	0.07344355776	0.07308773098
1079	0.07333109583	0.07300140362
1080	0.07329742307	0.07296610087
1081	0.07323934618	0.07292040093
1082	0.07317782924	0.07281998563
1083	0.07310022993	0.07274019994
1084	0.07307676598	0.07270730719
1085	0.07298181409	0.07263065028
1086	0.0729354288	0.07257952362
1087	0.07290064983	0.07254658221
1088	0.07282185535	0.07245655219
1089	0.07276862191	0.07238062304
1090	0.07272195737	0.07233021512
1091	0.07267074306	0.07227047766
1092	0.07258318151	0.07219956767
1093	0.0725465705	0.07216157457
1094	0.07253109829	0.07213732456
1095	0.07246528788	0.07208799621
1096	0.07237720294	0.07202529244
1097	0.07230809462	0.0719716783
1098	0.07226639653	0.0719144007
1099	0.07225310579	0.0718954706
1100	0.07223984561	0.07187894999
1101	0.07210150832	0.07178034985
1102	0.07206953424	0.0717357043
1103	0.07205616567	0.07172133109
1104	0.07194598868	0.07162438289
1105	0.0718087102	0.07151517165
1106	0.07179588151	0.07148683019
1107	0.07178072246	0.07146350767
1108	0.07168597253	0.07139269248
1109	0.07163134909	0.07133883364
1110	0.07161644266	0.07131645508
1111	0.07157750928	0.07128651249
1112	0.07157070846	0.07127232179
1113	0.07152730164	0.07123774998
1114	0.07146589073	0.07118370965
1115	0.07145165174	0.07116079325
1116	0.07138229705	0.07109227609
1117	0.07136972652	0.07107258977
1118	0.07130593777	0.07102486929
1119	0.07127002717	0.07098893343
1120	0.07123896613	0.07093331607
1121	0.07122527011	0.07092023598
1122	0.07119495755	0.07087332054
1123	0.07111448912	0.07080644578
1124	0.07107548357	0.07076305443
1125	0.07103893576	0.07072667611
1126	0.07098912048	0.07065769279
1127	0.07095805766	0.07062133143
1128	0.07088989461	0.07056162107
